City ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
58,Caravelas,BR,2022-10-02 16:03:18,-17.7125,-39.2481,82.54,57,75,9.35,broken clouds
59,East London,ZA,2022-10-02 16:03:19,-33.0153,27.9116,69.33,85,5,18.77,clear sky
60,Quatre Cocos,MU,2022-10-02 16:03:19,-20.2078,57.7625,71.1,67,78,14.5,broken clouds
61,Burgeo,CA,2022-10-02 16:03:19,47.6167,-57.6152,49.73,51,86,17.65,overcast clouds
62,Cabanas,CU,2022-10-02 16:03:20,22.9758,-82.9219,81.27,58,19,9.86,few clouds
63,Hilo,US,2022-10-02 15:58:59,19.7297,-155.09,83.28,89,0,5.01,clear sky
64,Helmstedt,DE,2022-10-02 16:03:20,52.2279,11.0099,59.43,69,31,13.96,scattered clouds
65,Makarov,RU,2022-10-02 16:03:21,48.6333,142.8,48.34,87,75,9.04,broken clouds
66,Aba,NG,2022-10-02 16:03:21,5.1066,7.3667,79.56,79,94,6.93,overcast clouds
67,Saskylakh,RU,2022-10-02 16:03:22,71.9167,114.0833,25.0,94,100,15.08,light snow
68,Athabasca,CA,2022-10-02 15:59:00,54.7169,-113.2854,61.21,51,2,5.77,clear sky
69,Hobyo,SO,2022-10-02 16:03:22,5.3505,48.5268,76.86,84,80,22.91,broken clouds
70,Noumea,NC,2022-10-02 16:03:23,-22.2763,166.4572,73.99,99,100,5.08,light rain
71,Morehead,US,2022-10-02 16:03:23,37.2711,-87.1764,68.99,60,0,5.75,clear sky
72,Moissac,FR,2022-10-02 16:03:24,44.1024,1.0945,74.48,56,100,6.08,overcast clouds
73,Ostrovnoy,RU,2022-10-02 16:03:24,68.0531,39.5131,37.24,79,90,7.31,overcast clouds
74,Berlevag,NO,2022-10-02 15:57:44,70.8578,29.0864,41.0,87,100,4.61,overcast clouds
75,Abashiri,JP,2022-10-02 16:03:25,44.0213,144.2697,57.94,85,0,12.3,clear sky
76,Pevek,RU,2022-10-02 16:03:25,69.7008,170.3133,30.97,95,100,5.03,overcast clouds
77,Progreso,MX,2022-10-02 16:03:26,21.2833,-89.6667,84.31,53,23,4.81,few clouds
78,Bredasdorp,ZA,2022-10-02 15:57:42,-34.5322,20.0403,66.24,58,0,14.45,clear sky
79,Puerto Ayora,EC,2022-10-02 15:58:52,-0.7393,-90.3518,71.56,94,96,7.0,overcast clouds
80,Chokurdakh,RU,2022-10-02 15:58:49,70.6333,147.9167,16.92,90,46,6.87,scattered clouds
81,Katsuura,JP,2022-10-02 16:03:26,35.1333,140.3,72.37,69,76,4.7,broken clouds
82,Vostok,RU,2022-10-02 16:03:27,46.4856,135.8833,47.08,94,4,5.12,clear sky
83,Vanavara,RU,2022-10-02 16:03:27,60.34,102.2797,27.36,83,100,5.77,overcast clouds
84,Ubatuba,BR,2022-10-02 16:03:27,-23.4339,-45.0711,70.7,89,93,4.05,overcast clouds
85,Castro,BR,2022-10-02 16:03:28,-24.7911,-50.0119,73.47,54,58,5.26,broken clouds
86,Juba,SS,2022-10-02 16:03:29,4.8517,31.5825,82.36,53,85,4.97,overcast clouds
87,Cabedelo,BR,2022-10-02 16:03:29,-6.9811,-34.8339,80.1,69,54,14.32,broken clouds
88,Qaqortoq,GL,2022-10-02 15:57:38,60.7167,-46.0333,37.85,69,37,4.0,scattered clouds
89,Faya,SA,2022-10-02 16:04:29,18.3851,42.4509,66.72,63,26,6.85,scattered clouds
90,Khatanga,RU,2022-10-02 15:57:43,71.9667,102.5,20.61,97,99,9.6,overcast clouds
91,Poum,NC,2022-10-02 16:04:30,-20.2333,164.0167,73.83,73,98,11.74,overcast clouds
92,Olafsvik,IS,2022-10-02 16:04:30,64.8945,-23.7142,47.55,75,100,13.18,overcast clouds
93,Sibolga,ID,2022-10-02 16:04:31,1.7427,98.7792,73.96,93,100,2.21,overcast clouds
94,Kalmunai,LK,2022-10-02 16:04:31,7.4167,81.8167,83.53,61,92,10.98,overcast clouds
95,Puerto Del Rosario,ES,2022-10-02 16:04:31,28.5004,-13.8627,76.75,78,0,12.66,clear sky
96,Rantepao,ID,2022-10-02 16:04:32,-2.9701,119.8978,66.81,96,93,2.04,moderate rain
97,Georgetown,MY,2022-10-02 15:52:57,5.4112,100.3354,82.89,83,20,3.44,few clouds
98,Jamestown,US,2022-10-02 15:55:49,42.097,-79.2353,57.52,60,0,17.27,clear sky
99,Magadan,RU,2022-10-02 16:04:32,59.5667,150.8,32.02,60,99,6.69,overcast clouds
100,Mancio Lima,BR,2022-10-02 16:04:33,-7.6142,-72.8958,96.26,35,25,2.06,scattered clouds
101,Ribeira Grande,PT,2022-10-02 15:58:56,38.5167,-28.7,73.8,88,40,18.41,scattered clouds
102,Yellowknife,CA,2022-10-02 16:01:27,62.456,-114.3525,42.48,67,47,26.93,scattered clouds
103,Hermanus,ZA,2022-10-02 15:57:39,-34.4187,19.2345,63.81,78,0,16.62,clear sky
104,Codrington,AU,2022-10-02 16:04:33,-38.2667,141.9667,46.29,87,100,6.64,overcast clouds
105,Novyy Urengoy,RU,2022-10-02 16:04:34,66.0833,76.6333,34.92,67,100,14.94,overcast clouds
106,Alofi,NU,2022-10-02 15:57:45,-19.0595,-169.9187,71.49,78,57,8.05,broken clouds
107,Dong Hoi,VN,2022-10-02 16:00:44,17.4833,106.6,78.22,87,98,4.74,light rain
108,Labuhan,ID,2022-10-02 16:04:34,-6.8844,112.2051,80.24,77,98,4.79,overcast clouds
109,Paamiut,GL,2022-10-02 16:04:34,61.994,-49.6678,36.32,69,31,13.04,scattered clouds
110,Beisfjord,NO,2022-10-02 16:04:35,68.3751,17.5988,46.45,86,70,1.7,broken clouds
111,Narsaq,GL,2022-10-02 16:04:35,60.9167,-46.05,36.9,56,40,0.67,scattered clouds
112,Kardamaina,GR,2022-10-02 16:04:35,36.7814,27.1425,78.28,69,0,16.11,clear sky
113,Port Elizabeth,ZA,2022-10-02 15:57:43,-33.918,25.5701,70.09,85,0,14.97,clear sky
114,Ballina,AU,2022-10-02 16:04:36,-28.8667,153.5667,54.01,99,68,6.93,broken clouds
115,Thompson,CA,2022-10-02 15:53:26,55.7435,-97.8558,50.16,66,75,9.22,broken clouds
116,Yerbogachen,RU,2022-10-02 16:04:36,61.2767,108.0108,27.99,84,99,4.41,overcast clouds
117,Luderitz,NA,2022-10-02 15:59:37,-26.6481,15.1594,64.74,65,0,21.25,clear sky
118,Tilichiki,RU,2022-10-02 16:04:37,60.4667,166.1,31.05,89,100,5.44,overcast clouds
119,Kaitangata,NZ,2022-10-02 16:04:37,-46.2817,169.8464,40.69,91,31,6.87,scattered clouds
120,Nara,JP,2022-10-02 16:01:40,34.6851,135.8049,71.49,45,94,3.98,overcast clouds
121,Pisco,PE,2022-10-02 16:04:38,-13.7,-76.2167,64.45,77,0,10.36,clear sky
122,Shulan,CN,2022-10-02 16:04:38,44.4167,126.95,61.0,79,99,3.0,overcast clouds
123,Sheboygan,US,2022-10-02 16:00:02,43.7333,-87.9334,60.35,76,12,4.0,few clouds
124,Yalvac,TR,2022-10-02 16:04:39,38.2956,31.1778,72.95,37,15,14.09,few clouds
125,Avera,US,2022-10-02 16:04:39,33.194,-82.5271,70.56,50,0,5.77,clear sky
126,Batsfjord,NO,2022-10-02 16:04:39,70.6345,29.7185,40.93,93,100,5.75,light intensity drizzle
127,Rajpura,IN,2022-10-02 16:04:40,30.4831,76.595,77.97,61,0,7.05,clear sky
128,Doka,SD,2022-10-02 16:04:40,13.5167,35.7667,80.96,63,32,6.22,scattered clouds
129,Salvador,SV,2022-10-02 16:04:40,13.8333,-88.9167,79.2,93,100,1.86,overcast clouds
130,Datong,CN,2022-10-02 16:04:41,40.0936,113.2914,61.3,62,100,14.85,light rain
131,Provideniya,RU,2022-10-02 16:04:41,64.3833,-173.3,34.36,82,22,9.66,few clouds
132,Mahibadhoo,MV,2022-10-02 16:04:42,3.7833,72.9667,81.55,76,100,18.81,overcast clouds
133,Palu,ID,2022-10-02 16:04:42,-0.8917,119.8707,75.72,95,100,2.48,overcast clouds
134,Butaritari,KI,2022-10-02 16:00:30,3.0707,172.7902,82.04,77,100,15.21,light rain
135,Aklavik,CA,2022-10-02 16:04:43,68.2191,-135.0107,26.6,93,100,4.61,light snow
136,Vallenar,CL,2022-10-02 16:04:43,-28.5708,-70.7581,80.19,20,0,7.52,clear sky
137,Yantal,RU,2022-10-02 16:05:43,56.8471,105.2542,30.85,95,100,7.87,light snow
138,Los Llanos De Aridane,ES,2022-10-02 16:05:44,28.6585,-17.9182,73.15,77,100,5.01,overcast clouds
139,Ancud,CL,2022-10-02 16:05:44,-41.8697,-73.8203,58.12,64,99,2.13,overcast clouds
140,Hofn,IS,2022-10-02 16:00:40,64.2539,-15.2082,53.62,58,20,23.02,few clouds
141,Biak,ID,2022-10-02 16:05:44,-0.9131,122.8766,77.09,82,90,0.92,overcast clouds
142,Mar Del Plata,AR,2022-10-02 16:05:45,-38.0023,-57.5575,59.02,61,0,16.11,clear sky
143,Vinh,VN,2022-10-02 16:05:45,18.6667,105.6667,75.61,93,99,2.77,light rain
144,Leningradskiy,RU,2022-10-02 16:05:46,69.3833,178.4167,25.79,80,100,3.24,overcast clouds
145,Sistranda,NO,2022-10-02 16:05:46,63.7256,8.834,53.56,78,100,5.26,overcast clouds
146,Namibe,AO,2022-10-02 16:05:46,-15.1961,12.1522,67.5,75,11,11.99,few clouds
147,Thinadhoo,MV,2022-10-02 16:05:47,0.5333,72.9333,82.54,70,97,16.24,overcast clouds
148,Kanniyakumari,IN,2022-10-02 16:05:47,8.0833,77.5667,79.72,80,98,19.98,overcast clouds
149,Kapaa,US,2022-10-02 15:58:53,22.0752,-159.319,75.18,95,75,4.61,moderate rain
150,Road Town,VG,2022-10-02 16:01:02,18.4167,-64.6167,86.04,84,40,6.91,scattered clouds
151,Bakchar,RU,2022-10-02 16:05:48,57.0186,82.0711,28.83,75,22,2.44,few clouds
152,Ziro,IN,2022-10-02 16:05:48,27.6333,93.8333,60.42,75,88,1.36,overcast clouds
153,San Patricio,US,2022-10-02 16:05:49,28.017,-97.5169,83.07,41,78,8.99,broken clouds
154,Cidreira,BR,2022-10-02 16:05:49,-30.1811,-50.2056,65.01,77,45,6.46,scattered clouds
155,Lorengau,PG,2022-10-02 15:57:36,-2.0226,147.2712,81.82,75,15,6.82,few clouds
156,Mandera,KE,2022-10-02 16:05:50,3.9366,41.867,92.21,29,95,12.77,overcast clouds
157,Verkhnyaya Inta,RU,2022-10-02 16:05:50,65.9811,60.3094,40.77,88,100,8.63,overcast clouds
158,Tahe,CN,2022-10-02 16:05:51,52.3333,124.7333,27.66,80,76,3.67,broken clouds
159,Halol,IN,2022-10-02 16:05:51,22.5,73.4667,85.24,72,39,6.4,scattered clouds
160,Sechura,PE,2022-10-02 16:05:51,-5.5569,-80.8222,72.64,60,67,5.84,broken clouds
161,Bereda,ES,2022-10-02 16:00:38,43.2686,-7.5406,77.58,61,100,5.99,overcast clouds
162,Comodoro Rivadavia,AR,2022-10-02 16:05:05,-45.8667,-67.5,55.26,50,0,18.41,clear sky
163,Arraial Do Cabo,BR,2022-10-02 15:58:50,-22.9661,-42.0278,75.16,83,75,11.5,broken clouds
164,Qaanaaq,GL,2022-10-02 15:57:40,77.484,-69.3632,9.93,70,1,8.88,clear sky
165,Takoradi,GH,2022-10-02 16:05:52,4.8845,-1.7554,79.07,78,56,9.46,broken clouds
166,Maniitsoq,GL,2022-10-02 16:05:53,65.4167,-52.9,34.18,56,63,0.83,broken clouds
167,Chemainus,CA,2022-10-02 16:05:53,48.9163,-123.7194,63.84,80,5,1.54,clear sky
168,Srednekolymsk,RU,2022-10-02 16:05:53,67.45,153.6833,24.21,88,92,1.86,overcast clouds
169,Kudahuvadhoo,MV,2022-10-02 16:05:54,2.6708,72.8944,81.64,75,94,17.54,overcast clouds
170,Padre Bernardo,BR,2022-10-02 16:05:54,-15.35,-48.5,87.01,36,100,3.69,overcast clouds
171,Kasane,BW,2022-10-02 16:05:55,-17.8167,25.15,88.27,13,0,11.72,clear sky
172,Russell,US,2022-10-02 15:58:53,32.3502,-85.1999,74.97,37,0,10.71,clear sky
173,Yambio,SS,2022-10-02 16:05:55,4.5721,28.3955,75.88,80,96,1.81,overcast clouds
174,Acapulco,MX,2022-10-02 16:03:12,16.8634,-99.8901,81.95,76,74,3.58,broken clouds
175,Milan,IT,2022-10-02 16:05:00,45.4643,9.1895,76.44,60,0,5.99,clear sky
176,Fortuna,US,2022-10-02 16:05:56,40.5982,-124.1573,56.66,89,37,1.57,scattered clouds
177,Seoul,KR,2022-10-02 16:03:12,37.5683,126.9778,71.04,97,100,8.05,moderate rain
178,Aswan,EG,2022-10-02 16:05:56,24.0934,32.907,96.94,15,0,8.5,clear sky
179,Airai,TL,2022-10-02 16:05:56,-8.9266,125.4092,62.35,93,75,1.03,broken clouds
180,Guerrero Negro,MX,2022-10-02 16:05:57,27.9769,-114.0611,70.14,68,4,11.34,clear sky
181,Nikolskoye,RU,2022-10-02 16:00:20,59.7035,30.7861,49.91,93,95,4.61,overcast clouds
182,Vitim,RU,2022-10-02 16:06:57,59.4511,112.5578,29.48,95,100,4.56,light snow
183,Namatanai,PG,2022-10-02 16:06:58,-3.6667,152.4333,78.96,77,56,7.7,broken clouds
184,Monrovia,LR,2022-10-02 16:05:35,6.3005,-10.7969,80.37,76,100,9.51,light rain
185,Tombouctou,ML,2022-10-02 16:06:58,20.0,-3.0,101.8,20,28,11.3,scattered clouds
186,Makakilo City,US,2022-10-02 16:02:45,21.3469,-158.0858,73.62,86,9,4.63,light rain
187,Bima,ID,2022-10-02 16:06:59,-8.4667,118.7167,77.56,91,12,3.49,few clouds
188,Loubomo,CG,2022-10-02 16:06:59,-4.1997,12.6739,80.4,69,93,7.05,overcast clouds
189,Loudi,CN,2022-10-02 16:07:00,27.7344,111.9944,83.88,55,3,4.65,clear sky
190,Nuevitas,CU,2022-10-02 16:07:00,21.5453,-77.2644,85.39,65,20,5.55,few clouds
191,Ngunguru,NZ,2022-10-02 16:07:00,-35.6167,174.5,60.21,88,99,9.08,overcast clouds
192,Vagur,FO,2022-10-02 16:07:01,61.4732,-6.8119,51.01,85,36,28.97,scattered clouds
193,Lavrentiya,RU,2022-10-02 15:59:05,65.5833,-171.0,34.03,81,9,8.3,clear sky
194,Surt,LY,2022-10-02 16:07:01,31.2089,16.5887,78.33,72,7,15.73,clear sky
195,Kuznetsk,RU,2022-10-02 16:07:02,53.1167,46.6004,58.68,86,97,8.3,overcast clouds
196,Bambous Virieux,MU,2022-10-02 16:07:02,-20.3428,57.7575,71.22,66,79,13.87,broken clouds
197,Trincomalee,LK,2022-10-02 16:06:13,8.5711,81.2335,81.57,75,84,22.39,broken clouds
198,Ternate,ID,2022-10-02 16:07:02,0.8,127.4,80.22,79,96,4.7,overcast clouds
199,Aykhal,RU,2022-10-02 15:59:01,66.0,111.5,21.81,94,100,14.45,overcast clouds
200,Urubicha,BO,2022-10-02 16:07:03,-15.3833,-62.95,100.31,23,66,2.55,broken clouds
201,Aksu,CN,2022-10-02 16:07:04,41.1231,80.2644,58.21,27,19,7.16,few clouds
202,Hobart,AU,2022-10-02 15:55:16,-42.8794,147.3294,50.05,88,100,0.0,overcast clouds
203,Clyde River,CA,2022-10-02 15:57:42,70.4692,-68.5914,32.23,59,0,2.3,clear sky
204,Outlook,CA,2022-10-02 16:07:04,51.5001,-107.0513,57.24,66,22,8.86,few clouds
205,Poronaysk,RU,2022-10-02 16:07:05,49.2167,143.1167,47.95,85,92,13.69,overcast clouds
206,Ahuimanu,US,2022-10-02 16:07:05,21.4447,-157.8378,74.91,88,75,0.0,light rain
207,La Ronge,CA,2022-10-02 16:03:12,55.1001,-105.2842,61.25,57,20,11.97,few clouds
208,Raudeberg,NO,2022-10-02 16:07:06,61.9875,5.1352,50.95,1,93,18.23,light rain
209,Vanimo,PG,2022-10-02 16:07:06,-2.6741,141.3028,77.49,89,82,4.83,broken clouds
210,Buturlino,RU,2022-10-02 16:07:07,55.5667,44.8974,57.47,91,100,4.97,overcast clouds
211,Lagoa,PT,2022-10-02 16:07:07,39.05,-27.9833,70.34,90,79,25.95,broken clouds
212,Rio Bueno,CL,2022-10-02 16:07:08,-40.3167,-72.9667,63.1,48,100,1.39,overcast clouds
213,Hithadhoo,MV,2022-10-02 15:57:33,-0.6,73.0833,82.17,67,100,14.5,overcast clouds
214,Union,US,2022-10-02 16:07:08,40.6334,-74.2663,60.57,88,100,18.41,moderate rain
215,Broome,US,2022-10-02 16:00:33,42.2506,-75.833,58.08,72,100,5.99,overcast clouds
216,Portland,US,2022-10-02 15:57:04,45.5234,-122.6762,69.08,77,0,7.0,clear sky
217,Dingle,PH,2022-10-02 16:07:09,10.9995,122.6711,76.91,91,98,6.55,overcast clouds
218,Atkinson,US,2022-10-02 16:07:09,42.8384,-71.147,53.51,52,75,19.57,broken clouds
219,Shenjiamen,CN,2022-10-02 16:07:10,29.9576,122.298,78.12,88,0,21.36,clear sky
220,Bodden Town,KY,2022-10-02 16:07:10,19.2833,-81.25,87.98,68,23,5.99,few clouds
221,Port-Cartier,CA,2022-10-02 15:58:55,50.0334,-66.8654,50.76,38,4,8.97,clear sky
222,Inuvik,CA,2022-10-02 16:07:11,68.3499,-133.7218,27.0,96,100,2.8,overcast clouds
223,Lukovetskiy,RU,2022-10-02 16:07:11,64.2956,41.9211,44.19,86,100,4.27,overcast clouds
224,Kabarnet,KE,2022-10-02 16:07:12,0.4919,35.743,68.5,47,99,7.14,light rain
225,Yumen,CN,2022-10-02 16:07:12,40.2833,97.2,40.62,15,46,15.43,scattered clouds
226,Rosarito,MX,2022-10-02 16:07:13,32.3333,-117.0333,69.48,71,18,5.53,few clouds
227,Isangel,VU,2022-10-02 15:58:51,-19.55,169.2667,73.51,94,79,2.3,broken clouds
228,Port Lincoln,AU,2022-10-02 16:07:13,-34.7333,135.8667,59.16,79,88,11.41,overcast clouds
229,Kamenka,RU,2022-10-02 16:07:13,51.3223,42.7678,65.57,69,100,11.36,overcast clouds
230,Kasangulu,CD,2022-10-02 16:08:14,-4.5911,15.1708,79.5,67,86,4.38,light rain
231,Bengkulu,ID,2022-10-02 16:00:24,-3.8004,102.2655,74.79,93,100,7.9,overcast clouds
232,Hokitika,NZ,2022-10-02 16:00:17,-42.7167,170.9667,45.79,87,87,1.97,overcast clouds
233,Devarkonda,IN,2022-10-02 16:08:15,16.7,78.9333,77.11,74,100,7.56,overcast clouds
234,Ures,MX,2022-10-02 16:08:16,29.4333,-110.4,80.89,45,22,2.84,few clouds
235,Teya,RU,2022-10-02 16:08:16,60.3778,92.6267,28.67,90,100,4.21,overcast clouds
236,Talnakh,RU,2022-10-02 16:08:17,69.4865,88.3972,29.21,96,97,8.77,overcast clouds
237,Dossor,KZ,2022-10-02 16:08:17,47.5272,52.9811,65.48,29,70,17.87,broken clouds
238,Ambon,ID,2022-10-02 16:08:18,-3.6954,128.1814,77.14,94,40,5.75,scattered clouds
239,Homer,US,2022-10-02 16:08:18,59.6425,-151.5483,44.8,96,100,4.0,overcast clouds
240,Bethel,US,2022-10-02 16:08:19,41.3712,-73.414,58.35,73,100,16.11,overcast clouds
241,Correntina,BR,2022-10-02 16:08:19,-13.3433,-44.6367,96.67,25,11,7.34,few clouds
242,Upernavik,GL,2022-10-02 16:08:20,72.7868,-56.1549,22.89,86,19,9.37,few clouds
243,Hamilton,US,2022-10-02 16:05:22,39.1834,-84.5333,66.58,68,75,19.57,broken clouds
244,Salalah,OM,2022-10-02 16:08:20,17.0151,54.0924,80.69,83,75,9.22,broken clouds
245,Teyateyaneng,LS,2022-10-02 16:08:21,-29.1472,27.7489,75.09,9,0,4.99,clear sky
246,Chavinda,MX,2022-10-02 16:08:21,20.0167,-102.45,70.7,64,89,1.1,overcast clouds
247,Alghero,IT,2022-10-02 16:08:22,40.5589,8.3181,73.49,78,20,10.36,few clouds
248,Sao Joao Da Barra,BR,2022-10-02 15:59:03,-21.6403,-41.0511,82.49,73,85,8.41,overcast clouds
249,Dongsheng,CN,2022-10-02 16:08:22,39.8161,109.9776,51.44,82,99,23.09,overcast clouds
250,Constitucion,CL,2022-10-02 16:08:23,-35.3333,-72.4167,61.95,69,20,6.2,few clouds
251,Riviere-Au-Renard,CA,2022-10-02 16:08:23,48.9957,-64.3971,44.96,59,10,17.98,clear sky
252,Bargur,IN,2022-10-02 16:08:24,12.5424,78.3539,74.44,76,99,4.72,overcast clouds
253,Klyuchi,RU,2022-10-02 16:08:24,52.2667,79.1667,35.1,59,30,6.85,scattered clouds
254,Henties Bay,NA,2022-10-02 16:08:25,-22.116,14.2845,59.04,84,8,12.82,clear sky
255,Pangoa,PE,2022-10-02 16:08:25,-12.1167,-73.0,88.63,40,74,3.76,broken clouds
256,Kapit,MY,2022-10-02 16:08:26,2.0167,112.9333,74.32,99,100,2.08,moderate rain
257,Belmonte,BR,2022-10-02 16:08:26,-15.8631,-38.8828,78.15,80,47,4.81,scattered clouds
258,Santa Maria,BR,2022-10-02 16:07:59,-29.6842,-53.8069,70.65,50,0,7.34,clear sky
259,Sur,OM,2022-10-02 16:08:26,22.5667,59.5289,82.8,73,0,10.02,clear sky
260,Ayagoz,KZ,2022-10-02 16:08:27,47.9714,80.4392,32.86,39,0,11.86,clear sky
261,Havoysund,NO,2022-10-02 16:08:27,70.9963,24.6622,43.03,82,100,1.23,overcast clouds
262,Kloulklubed,PW,2022-10-02 16:08:28,7.0419,134.2556,79.3,73,81,10.29,broken clouds
